Outputting model checkpoint to 'mnist.bin5'
         6838249 function calls (6837807 primitive calls) in 7.718 seconds

   Ordered by: cumulative time, internal time, function name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 process.py:397(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:213(authkey)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 shutil.py:71(ExecError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 shutil.py:74(ReadError)
        1    0.000    0.000    0.000    0.000 <frozen runpy>:166(_Error)
        1    0.000    0.000    0.000    0.000 shutil.py:81(_GiveupOnFastCopy)
        3    0.000    0.000    0.000    0.000 neural_net.py:222(connect)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 process.py:608(BrokenProcessPool)
        1    0.000    0.000    0.000    0.000 context.py:302(ForkContext)
        1    0.000    0.000    0.000    0.000 shutil.py:67(SpecialFileError)
        1    0.000    0.000    0.000    0.000 process.py:189(name)
        1    0.000    0.000    0.000    0.000 threading.py:568(is_set)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)


   Ordered by: cumulative time, internal time, function name

Function                                                               was called by...
                                                                           ncalls  tottime  cumtime
mnist_model.py:81(train_mnist)                                         <-
neural_net.py:426(train)                                               <-       1    0.000    7.601  mnist_model.py:81(train_mnist)
neural_net.py:378(train_batch)                                         <-      25    0.000    7.600  neural_net.py:426(train)
threading.py:288(wait)                                                 <-      25    0.000    5.975  _base.py:428(result)
                                                                                1    0.000    0.000  threading.py:604(wait)
{method 'acquire' of '_thread.lock' objects}                           <-       1    0.000    0.000  threading.py:276(_acquire_restore)
                                                                               26    0.000    0.000  threading.py:279(_is_owned)
                                                                               52    5.975    5.975  threading.py:288(wait)
_base.py:428(result)                                                   <-      25    0.000    5.975  neural_net.py:378(train_batch)
neural_net.py:181(update)                                              <-      75    0.740    1.619  neural_net.py:378(train_batch)
fast_math.py:72(get)                                                   <- 4203000    0.589    0.589  neural_net.py:181(update)
fast_math.py:65(set)                                                   <-   84060    0.012    0.012  neural_net.py:99(initialize)
                                                                          2101500    0.289    0.289  neural_net.py:181(update)
neural_net.py:314(initialize)                                          <-       1    0.000    0.089  mnist_model.py:81(train_mnist)
neural_net.py:99(initialize)                                           <-       3    0.022    0.089  neural_net.py:314(initialize)
random.py:544(normalvariate)                                           <-   84060    0.040    0.055  neural_net.py:99(initialize)
util.py:447(spawnv_passfds)                                            <-       1    0.000    0.004  popen_spawn_posix.py:38(_launch)
                                                                                1    0.000    0.015  resource_tracker.py:78(ensure_running)
{built-in method _posixsubprocess.fork_exec}                           <-       2    0.019    0.019  util.py:447(spawnv_passfds)
process.py:616(__init__)                                               <-       1    0.000    0.017  mnist_model.py:81(train_mnist)
process.py:163(__init__)                                               <-       1    0.000    0.016  process.py:616(__init__)
queues.py:37(__init__)                                                 <-       1    0.000    0.016  process.py:163(__init__)
context.py:65(Lock)                                                    <-       2    0.000    0.016  queues.py:37(__init__)
                                                                                2    0.000    0.000  queues.py:339(__init__)
synchronize.py:50(__init__)                                            <-       1    0.000    0.000  synchronize.py:144(__init__)
                                                                                4    0.000    0.016  synchronize.py:161(__init__)
synchronize.py:161(__init__)                                           <-       4    0.000    0.016  context.py:65(Lock)
resource_tracker.py:153(register)                                      <-       5    0.000    0.015  synchronize.py:50(__init__)
resource_tracker.py:161(_send)                                         <-       5    0.000    0.015  resource_tracker.py:153(register)
resource_tracker.py:78(ensure_running)                                 <-       1    0.000    0.000  resource_tracker.py:74(getfd)
                                                                                5    0.000    0.015  resource_tracker.py:161(_send)
<frozen importlib._bootstrap>:1165(_find_and_load)                     <-       1    0.000    0.011  __init__.py:40(__getattr__)
                                                                                2    0.000    0.000  bz2.py:1(<module>)
                                                                                3    0.000    0.003  connection.py:1(<module>)
                                                                                1    0.000    0.000  context.py:285(_Popen)
                                                                                1    0.000    0.000  heapq.py:1(<module>)
                                                                                1    0.000    0.000  locale.py:1(<module>)
                                                                                1    0.000    0.000  lzma.py:1(<module>)
                                                                                3    0.000    0.001  pickle.py:1(<module>)
                                                                                1    0.000    0.001  process.py:1(<module>)
                                                                                1    0.000    0.000  process.py:564(_check_system_limits)
                                                                                2    0.000    0.001  queue.py:1(<module>)
                                                                                2    0.000    0.004  reduction.py:1(<module>)
                                                                                1    0.000    0.000  resource_tracker.py:1(<module>)
                                                                                1    0.000    0.000  selectors.py:1(<module>)
                                                                                3    0.000    0.001  shutil.py:1(<module>)
                                                                                3    0.000    0.001  socket.py:1(<module>)
                                                                                1    0.000    0.000  spawn.py:1(<module>)
                                                                                4    0.000    0.001  subprocess.py:1(<module>)
                                                                                1    0.000    0.001  synchronize.py:50(__init__)
                                                                                1    0.000    0.002  tempfile.py:1(<module>)
                                                                                1    0.000    0.002  util.py:1(<module>)
                                                                              8/4    0.000    0.007  {built-in method builtins.__import__}
<frozen importlib._bootstrap>:1120(_find_and_load_unlocked)            <-    47/4    0.000    0.012  <frozen importlib._bootstrap>:1165(_find_and_load)
<frozen importlib._bootstrap>:666(_load_unlocked)                      <-    42/4    0.000    0.012  <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
<frozen importlib._bootstrap_external>:934(exec_module)                <-    27/4    0.000    0.012  <frozen importlib._bootstrap>:666(_load_unlocked)
<frozen importlib._bootstrap>:233(_call_with_frames_removed)           <-       1    0.000    0.000  <frozen importlib._bootstrap>:770(create_module)
                                                                                1    0.000    0.000  <frozen importlib._bootstrap>:778(exec_module)
                                                                               44    0.000    0.000  <frozen importlib._bootstrap>:920(find_spec)
                                                                                1    0.000    0.000  <frozen importlib._bootstrap>:975(exec_module)
                                                                              2/1    0.000    0.000  <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
                                                                              7/4    0.000    0.007  <frozen importlib._bootstrap>:1207(_handle_fromlist)
                                                                             27/4    0.000    0.012  <frozen importlib._bootstrap_external>:934(exec_module)
                                                                               13    0.000    0.003  <frozen importlib._bootstrap_external>:1231(create_module)
                                                                               13    0.000    0.000  <frozen importlib._bootstrap_external>:1239(exec_module)
{built-in method builtins.exec}                                        <-    27/4    0.000    0.012  <frozen importlib._bootstrap>:233(_call_with_frames_removed)
                                                                                1    0.000    0.000  <frozen importlib._bootstrap>:975(exec_module)
process.py:1(<module>)                                                 <-       2    0.000    0.012  {built-in method builtins.exec}
__init__.py:40(__getattr__)                                            <-       1    0.000    0.011  mnist_model.py:81(train_mnist)
{method 'random' of '_random.Random' objects}                          <-      40    0.000    0.000  random.py:493(<listcomp>)
                                                                           230992    0.008    0.008  random.py:544(normalvariate)
<frozen importlib._bootstrap>:1207(_handle_fromlist)                   <-       1    0.000    0.005  __init__.py:1(<module>)
                                                                                2    0.000    0.002  connection.py:1(<module>)
                                                                                2    0.000    0.005  context.py:1(<module>)
                                                                                1    0.000    0.000  popen_fork.py:1(<module>)
                                                                                3    0.000    0.000  popen_spawn_posix.py:1(<module>)
                                                                                1    0.000    0.000  popen_spawn_posix.py:38(_launch)
                                                                                1    0.000    0.000  process.py:1(<module>)
                                                                                1    0.000    0.000  queue.py:1(<module>)
                                                                                2    0.000    0.000  queues.py:1(<module>)
                                                                                1    0.000    0.000  reduction.py:1(<module>)
                                                                                2    0.000    0.000  resource_tracker.py:1(<module>)
                                                                                1    0.000    0.000  selectors.py:1(<module>)
                                                                                3    0.000    0.000  spawn.py:1(<module>)
                                                                                3    0.000    0.000  synchronize.py:1(<module>)
                                                                                1    0.000    0.000  util.py:1(<module>)
{built-in method builtins.__import__}                                  <-     9/4    0.000    0.007  <frozen importlib._bootstrap>:233(_call_with_frames_removed)
{built-in method math.log}                                             <-  115496    0.007    0.007  random.py:544(normalvariate)
process.py:767(submit)                                                 <-      25    0.000    0.006  neural_net.py:378(train_batch)
__init__.py:1(<module>)                                                <-       1    0.000    0.005  {built-in method builtins.exec}
process.py:733(_adjust_process_count)                                  <-      25    0.000    0.005  process.py:767(submit)
process.py:756(_spawn_process)                                         <-       1    0.000    0.005  process.py:733(_adjust_process_count)
process.py:110(start)                                                  <-       1    0.000    0.005  process.py:756(_spawn_process)
context.py:285(_Popen)                                                 <-       1    0.000    0.005  process.py:110(start)
context.py:1(<module>)                                                 <-       1    0.000    0.005  {built-in method builtins.exec}
popen_spawn_posix.py:30(__init__)                                      <-       1    0.000    0.005  context.py:285(_Popen)
popen_fork.py:15(__init__)                                             <-       1    0.000    0.005  popen_spawn_posix.py:30(__init__)
popen_spawn_posix.py:38(_launch)                                       <-       1    0.000    0.005  popen_fork.py:15(__init__)
connection.py:1(<module>)                                              <-       1    0.000    0.004  {built-in method builtins.exec}
reduction.py:1(<module>)                                               <-       1    0.000    0.004  {built-in method builtins.exec}
<frozen importlib._bootstrap>:566(module_from_spec)                    <-      42    0.000    0.003  <frozen importlib._bootstrap>:666(_load_unlocked)
<frozen importlib._bootstrap_external>:1231(create_module)             <-      13    0.000    0.003  <frozen importlib._bootstrap>:566(module_from_spec)
{built-in method _imp.create_dynamic}                                  <-      13    0.003    0.003  <frozen importlib._bootstrap>:233(_call_with_frames_removed)
<frozen importlib._bootstrap_external>:1007(get_code)                  <-      27    0.000    0.003  <frozen importlib._bootstrap_external>:934(exec_module)
socket.py:1(<module>)                                                  <-       1    0.000    0.002  {built-in method builtins.exec}
tempfile.py:1(<module>)                                                <-       1    0.000    0.002  {built-in method builtins.exec}
<frozen importlib._bootstrap>:1054(_find_spec)                         <-      45    0.000    0.002  <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
<frozen importlib._bootstrap_external>:727(_compile_bytecode)          <-      27    0.000    0.002  <frozen importlib._bootstrap_external>:1007(get_code)
{built-in method marshal.loads}                                        <-      27    0.002    0.002  <frozen importlib._bootstrap_external>:727(_compile_bytecode)
util.py:1(<module>)                                                    <-       1    0.000    0.002  {built-in method builtins.exec}
shutil.py:1(<module>)                                                  <-       1    0.000    0.001  {built-in method builtins.exec}
<frozen importlib._bootstrap_external>:1496(find_spec)                 <-      43    0.000    0.001  <frozen importlib._bootstrap>:1054(_find_spec)
<frozen importlib._bootstrap_external>:1464(_get_spec)                 <-      43    0.000    0.001  <frozen importlib._bootstrap_external>:1496(find_spec)
subprocess.py:1(<module>)                                              <-       1    0.000    0.001  {built-in method builtins.exec}
<frozen importlib._bootstrap_external>:1604(find_spec)                 <-      93    0.000    0.001  <frozen importlib._bootstrap_external>:1464(_get_spec)
enum.py:890(_convert_)                                                 <-       3    0.000    0.000  signal.py:1(<module>)
                                                                                4    0.000    0.001  socket.py:1(<module>)
{built-in method builtins.__build_class__}                             <-       3    0.000    0.000  <frozen runpy>:1(<module>)
                                                                                2    0.000    0.000  _compression.py:1(<module>)
                                                                                1    0.000    0.000  bz2.py:1(<module>)
                                                                                6    0.000    0.000  connection.py:1(<module>)
                                                                               13    0.000    0.000  context.py:1(<module>)
                                                                                1    0.000    0.000  lzma.py:1(<module>)
                                                                                8    0.000    0.000  pickle.py:1(<module>)
                                                                                1    0.000    0.000  popen_fork.py:1(<module>)
                                                                                2    0.000    0.000  popen_spawn_posix.py:1(<module>)
                                                                                4    0.000    0.000  process.py:1(<module>)
                                                                                5    0.000    0.000  queue.py:1(<module>)
                                                                                3    0.000    0.000  queues.py:1(<module>)
                                                                                3    0.000    0.000  reduction.py:1(<module>)
                                                                                1    0.000    0.000  resource_tracker.py:1(<module>)
                                                                                7    0.000    0.000  selectors.py:1(<module>)
                                                                                7    0.000    0.000  shutil.py:1(<module>)
                                                                                3    0.000    0.000  socket.py:1(<module>)
                                                                                5    0.000    0.000  subprocess.py:1(<module>)
                                                                                8    0.000    0.000  synchronize.py:1(<module>)
                                                                                5    0.000    0.000  tempfile.py:1(<module>)
                                                                                3    0.000    0.000  util.py:1(<module>)
pickle.py:1(<module>)                                                  <-       1    0.000    0.001  {built-in method builtins.exec}
<frozen importlib._bootstrap_external>:1127(get_data)                  <-      27    0.000    0.001  <frozen importlib._bootstrap_external>:1007(get_code)
queue.py:1(<module>)                                                   <-       1    0.000    0.001  {built-in method builtins.exec}
enum.py:1657(convert_class)                                            <-       7    0.000    0.001  enum.py:890(_convert_)
process.py:723(_start_executor_manager_thread)                         <-      25    0.000    0.001  process.py:767(submit)
selectors.py:1(<module>)                                               <-       1    0.000    0.000  {built-in method builtins.exec}
resource_tracker.py:1(<module>)                                        <-       1    0.000    0.000  {built-in method builtins.exec}
{built-in method io.open_code}                                         <-      27    0.000    0.000  <frozen importlib._bootstrap_external>:1127(get_data)
lzma.py:1(<module>)                                                    <-       1    0.000    0.000  {built-in method builtins.exec}
threading.py:938(start)                                                <-       1    0.000    0.000  process.py:723(_start_executor_manager_thread)
enum.py:907(<listcomp>)                                                <-       7    0.000    0.000  enum.py:890(_convert_)
signal.py:1(<module>)                                                  <-       1    0.000    0.000  {built-in method builtins.exec}
threading.py:604(wait)                                                 <-       1    0.000    0.000  threading.py:938(start)
<frozen importlib._bootstrap_external>:140(_path_stat)                 <-      44    0.000    0.000  <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
                                                                               27    0.000    0.000  <frozen importlib._bootstrap_external>:1146(path_stats)
                                                                               93    0.000    0.000  <frozen importlib._bootstrap_external>:1604(find_spec)
                                                                                1    0.000    0.000  <frozen zipimport>:64(__init__)
bz2.py:1(<module>)                                                     <-       1    0.000    0.000  {built-in method builtins.exec}
__init__.py:272(_compile)                                              <-     107    0.000    0.000  __init__.py:163(match)
                                                                                1    0.000    0.000  __init__.py:225(compile)
<frozen importlib._bootstrap_external>:126(_path_join)                 <-      54    0.000    0.000  <frozen importlib._bootstrap_external>:437(cache_from_source)
                                                                              387    0.000    0.000  <frozen importlib._bootstrap_external>:1604(find_spec)
{built-in method posix.stat}                                           <-     165    0.000    0.000  <frozen importlib._bootstrap_external>:140(_path_stat)
<frozen importlib._bootstrap>:493(_init_module_attrs)                  <-      42    0.000    0.000  <frozen importlib._bootstrap>:566(module_from_spec)
locale.py:1(<module>)                                                  <-       1    0.000    0.000  {built-in method builtins.exec}
_compiler.py:738(compile)                                              <-       2    0.000    0.000  __init__.py:272(_compile)
{built-in method __new__ of type object at 0x10182ccd8}                <-      14    0.000    0.000  <frozen abc>:105(__new__)
                                                                                7    0.000    0.000  enum.py:496(__new__)
                                                                               71    0.000    0.000  enum.py:1657(convert_class)
                                                                                6    0.000    0.000  weakref.py:347(__new__)
pickle.py:197(<listcomp>)                                              <-       1    0.000    0.000  pickle.py:1(<module>)
<frozen abc>:105(__new__)                                              <-      14    0.000    0.000  {built-in method builtins.__build_class__}
__init__.py:163(match)                                                 <-     107    0.000    0.000  pickle.py:197(<listcomp>)
<frozen importlib._bootstrap_external>:437(cache_from_source)          <-      27    0.000    0.000  <frozen importlib._bootstrap_external>:567(_get_cached)
                                                                               27    0.000    0.000  <frozen importlib._bootstrap_external>:1007(get_code)
heapq.py:1(<module>)                                                   <-       1    0.000    0.000  {built-in method builtins.exec}
{built-in method io.open}                                              <-       1    0.000    0.000  mnist_model.py:81(train_mnist)
                                                                                1    0.000    0.000  popen_spawn_posix.py:38(_launch)
process.py:77(wakeup)                                                  <-       1    0.000    0.000  process.py:300(weakref_cb)
                                                                               25    0.000    0.000  process.py:767(submit)
{built-in method builtins.print}                                       <-       1    0.000    0.000  mnist_model.py:81(train_mnist)
                                                                               26    0.000    0.000  neural_net.py:426(train)
process.py:564(_check_system_limits)                                   <-       1    0.000    0.000  process.py:616(__init__)
_parser.py:970(parse)                                                  <-       2    0.000    0.000  _compiler.py:738(compile)
__init__.py:225(compile)                                               <-       1    0.000    0.000  locale.py:1(<module>)
<frozen importlib._bootstrap_external>:128(<listcomp>)                 <-     441    0.000    0.000  <frozen importlib._bootstrap_external>:126(_path_join)
<frozen importlib._bootstrap>:392(cached)                              <-      67    0.000    0.000  <frozen importlib._bootstrap>:493(_init_module_attrs)
connection.py:181(send_bytes)                                          <-      26    0.000    0.000  process.py:77(wakeup)
_parser.py:447(_parse_sub)                                             <-     3/2    0.000    0.000  _parser.py:507(_parse)
                                                                                2    0.000    0.000  _parser.py:970(parse)
<frozen importlib._bootstrap>:169(__enter__)                           <-      47    0.000    0.000  <frozen importlib._bootstrap>:1165(_find_and_load)
<frozen importlib._bootstrap_external>:159(_path_isfile)               <-      43    0.000    0.000  <frozen importlib._bootstrap_external>:1604(find_spec)
{method '__exit__' of '_io._IOBase' objects}                           <-      27    0.000    0.000  <frozen importlib._bootstrap_external>:1127(get_data)
                                                                                1    0.000    0.000  mnist_model.py:81(train_mnist)
                                                                                1    0.000    0.000  popen_spawn_posix.py:38(_launch)
popen_spawn_posix.py:1(<module>)                                       <-       1    0.000    0.000  {built-in method builtins.exec}
<frozen importlib._bootstrap_external>:567(_get_cached)                <-      40    0.000    0.000  <frozen importlib._bootstrap>:392(cached)
{built-in method builtins.next}                                        <-  127/26    0.000    0.000  neural_net.py:407(iter_grouped)
                                                                                1    0.000    0.000  process.py:80(__init__)
                                                                                5    0.000    0.000  synchronize.py:114(_make_name)
                                                                                6    0.000    0.000  util.py:171(register_after_fork)
                                                                                6    0.000    0.000  util.py:186(__init__)
_parser.py:507(_parse)                                                 <-     5/2    0.000    0.000  _parser.py:447(_parse_sub)
<frozen importlib._bootstrap_external>:150(_path_is_mode_type)         <-      43    0.000    0.000  <frozen importlib._bootstrap_external>:159(_path_isfile)
                                                                                1    0.000    0.000  <frozen importlib._bootstrap_external>:164(_path_isdir)
reduction.py:58(dump)                                                  <-       2    0.000    0.000  popen_spawn_posix.py:38(_launch)
process.py:286(__init__)                                               <-       1    0.000    0.000  process.py:723(_start_executor_manager_thread)
queue.py:122(put)                                                      <-      25    0.000    0.000  process.py:767(submit)
<frozen importlib._bootstrap_external>:1239(exec_module)               <-      13    0.000    0.000  <frozen importlib._bootstrap>:666(_load_unlocked)
{method 'read' of '_io.BufferedReader' objects}                        <-      27    0.000    0.000  <frozen importlib._bootstrap_external>:1127(get_data)
{built-in method builtins.getattr}                                     <-     248    0.000    0.000  <frozen importlib._bootstrap>:493(_init_module_attrs)
                                                                                1    0.000    0.000  <frozen importlib._bootstrap>:895(_resolve_filename)
                                                                               37    0.000    0.000  __init__.py:23(<genexpr>)
                                                                               33    0.000    0.000  __init__.py:89(find_spec)
                                                                               13    0.000    0.000  context.py:365(get_spawning_popen)
                                                                              112    0.000    0.000  enum.py:1657(convert_class)
                                                                               14    0.000    0.000  functools.py:35(update_wrapper)
                                                                                1    0.000    0.000  selectors.py:583(_can_use)
                                                                                3    0.000    0.000  socket.py:1(<module>)
                                                                                1    0.000    0.000  spawn.py:81(get_command_line)
                                                                                1    0.000    0.000  spawn.py:136(_check_not_importing_main)
                                                                                2    0.000    0.000  spawn.py:154(get_preparation_data)
                                                                                1    0.000    0.000  subprocess.py:1(<module>)
                                                                               14    0.000    0.000  subprocess.py:300(_args_from_interpreter_flags)
                                                                                5    0.000    0.000  tempfile.py:142(rng)
                                                                               72    0.000    0.000  types.py:164(__init__)
_compiler.py:571(_code)                                                <-       2    0.000    0.000  _compiler.py:738(compile)
synchronize.py:114(_make_name)                                         <-       5    0.000    0.000  synchronize.py:50(__init__)
{method 'dump' of '_pickle.Pickler' objects}                           <-       2    0.000    0.000  reduction.py:58(dump)
{built-in method _imp.exec_dynamic}                                    <-      13    0.000    0.000  <frozen importlib._bootstrap>:233(_call_with_frames_removed)
connection.py:389(_send_bytes)                                         <-      26    0.000    0.000  connection.py:181(send_bytes)
<frozen importlib._bootstrap>:179(_get_module_lock)                    <-      47    0.000    0.000  <frozen importlib._bootstrap>:169(__enter__)
                                                                               10    0.000    0.000  <frozen importlib._bootstrap>:216(_lock_unlock_module)
<frozen importlib._bootstrap_external>:1599(_get_spec)                 <-      40    0.000    0.000  <frozen importlib._bootstrap_external>:1604(find_spec)
__init__.py:348(namedtuple)                                            <-       1    0.000    0.000  selectors.py:1(<module>)
                                                                                1    0.000    0.000  shutil.py:1(<module>)
threading.py:236(__init__)                                             <-      25    0.000    0.000  _base.py:328(__init__)
                                                                                3    0.000    0.000  queue.py:34(__init__)
                                                                                1    0.000    0.000  queues.py:71(_reset)
                                                                                1    0.000    0.000  threading.py:422(__init__)
                                                                                1    0.000    0.000  threading.py:555(__init__)
_base.py:328(__init__)                                                 <-      25    0.000    0.000  process.py:767(submit)
threading.py:849(__init__)                                             <-       1    0.000    0.000  process.py:286(__init__)
signal.py:67(pthread_sigmask)                                          <-       2    0.000    0.000  resource_tracker.py:78(ensure_running)
tempfile.py:153(__next__)                                              <-       5    0.000    0.000  {built-in method builtins.next}
neural_net.py:407(iter_grouped)                                        <-      26    0.000    0.000  neural_net.py:426(train)
                                                                               26    0.000    0.000  {built-in method builtins.next}
util.py:186(__init__)                                                  <-       1    0.000    0.000  popen_spawn_posix.py:38(_launch)
                                                                                5    0.000    0.000  synchronize.py:50(__init__)
context.py:110(SimpleQueue)                                            <-       1    0.000    0.000  process.py:616(__init__)
<frozen importlib._bootstrap_external>:778(spec_from_file_location)    <-      40    0.000    0.000  <frozen importlib._bootstrap_external>:1599(_get_spec)
random.py:376(shuffle)                                                 <-       1    0.000    0.000  neural_net.py:426(train)
<frozen importlib._bootstrap_external>:132(_path_split)                <-      54    0.000    0.000  <frozen importlib._bootstrap_external>:437(cache_from_source)
{method 'startswith' of 'str' objects}                                 <-      41    0.000    0.000  <frozen importlib._bootstrap_external>:180(_path_isabs)
                                                                                2    0.000    0.000  <frozen importlib._bootstrap_external>:1655(_fill_cache)
                                                                                2    0.000    0.000  <frozen posixpath>:60(isabs)
                                                                               67    0.000    0.000  __init__.py:22(<listcomp>)
                                                                               12    0.000    0.000  __init__.py:89(find_spec)
                                                                                7    0.000    0.000  __init__.py:348(namedtuple)
                                                                                6    0.000    0.000  enum.py:78(_is_private)
                                                                                1    0.000    0.000  shutil.py:1(<module>)
                                                                              115    0.000    0.000  signal.py:9(<lambda>)
                                                                                1    0.000    0.000  socket.py:1(<module>)
                                                                              187    0.000    0.000  socket.py:78(<lambda>)
                                                                              187    0.000    0.000  socket.py:83(<lambda>)
                                                                              187    0.000    0.000  socket.py:88(<lambda>)
                                                                              187    0.000    0.000  socket.py:93(<lambda>)
enum.py:496(__new__)                                                   <-       7    0.000    0.000  enum.py:1657(convert_class)
connection.py:364(_send)                                               <-      26    0.000    0.000  connection.py:389(_send_bytes)
{built-in method builtins.setattr}                                     <-      12    0.000    0.000  <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
                                                                               79    0.000    0.000  enum.py:1657(convert_class)
                                                                                9    0.000    0.000  functools.py:35(update_wrapper)
_compiler.py:37(_compile)                                              <-     6/3    0.000    0.000  _compiler.py:37(_compile)
                                                                                2    0.000    0.000  _compiler.py:571(_code)
spawn.py:1(<module>)                                                   <-       1    0.000    0.000  {built-in method builtins.exec}
socket.py:78(<lambda>)                                                 <-     238    0.000    0.000  enum.py:907(<listcomp>)
queues.py:339(__init__)                                                <-       1    0.000    0.000  context.py:110(SimpleQueue)
<frozen importlib._bootstrap>:244(_verbose_message)                    <-      42    0.000    0.000  <frozen importlib._bootstrap>:666(_load_unlocked)
                                                                               27    0.000    0.000  <frozen importlib._bootstrap_external>:727(_compile_bytecode)
                                                                               27    0.000    0.000  <frozen importlib._bootstrap_external>:1007(get_code)
                                                                               13    0.000    0.000  <frozen importlib._bootstrap_external>:1231(create_module)
                                                                               13    0.000    0.000  <frozen importlib._bootstrap_external>:1239(exec_module)
                                                                              382    0.000    0.000  <frozen importlib._bootstrap_external>:1604(find_spec)
socket.py:83(<lambda>)                                                 <-     239    0.000    0.000  enum.py:907(<listcomp>)
socket.py:88(<lambda>)                                                 <-     240    0.000    0.000  enum.py:907(<listcomp>)
{built-in method posix.write}                                          <-      26    0.000    0.000  connection.py:364(_send)
                                                                                5    0.000    0.000  resource_tracker.py:142(_check_alive)
                                                                                5    0.000    0.000  resource_tracker.py:161(_send)
socket.py:93(<lambda>)                                                 <-     241    0.000    0.000  enum.py:907(<listcomp>)
__init__.py:89(find_spec)                                              <-      45    0.000    0.000  <frozen importlib._bootstrap>:1054(_find_spec)
<frozen importlib._bootstrap_external>:1146(path_stats)                <-      27    0.000    0.000  <frozen importlib._bootstrap_external>:1007(get_code)
<frozen importlib._bootstrap_external>:1655(_fill_cache)               <-       1    0.000    0.000  <frozen importlib._bootstrap_external>:1604(find_spec)
<frozen importlib._bootstrap>:173(__exit__)                            <-      47    0.000    0.000  <frozen importlib._bootstrap>:1165(_find_and_load)
synchronize.py:1(<module>)                                             <-       1    0.000    0.000  {built-in method builtins.exec}
{method 'write' of '_io.BufferedWriter' objects}                       <-       1    0.000    0.000  mnist_model.py:81(train_mnist)
                                                                                1    0.000    0.000  popen_spawn_posix.py:38(_launch)
{method 'join' of 'str' objects}                                       <-     441    0.000    0.000  <frozen importlib._bootstrap_external>:126(_path_join)
                                                                               54    0.000    0.000  <frozen importlib._bootstrap_external>:437(cache_from_source)
                                                                                4    0.000    0.000  __init__.py:348(namedtuple)
                                                                                1    0.000    0.000  process.py:80(__init__)
                                                                                1    0.000    0.000  spawn.py:81(get_command_line)
                                                                                5    0.000    0.000  tempfile.py:153(__next__)
signal.py:70(<genexpr>)                                                <-       4    0.000    0.000  signal.py:67(pthread_sigmask)
enum.py:825(__setattr__)                                               <-       7    0.000    0.000  enum.py:890(_convert_)
                                                                               13    0.000    0.000  enum.py:1657(convert_class)
                                                                               79    0.000    0.000  {built-in method builtins.setattr}
<frozen importlib._bootstrap>:100(acquire)                             <-      47    0.000    0.000  <frozen importlib._bootstrap>:169(__enter__)
                                                                               10    0.000    0.000  <frozen importlib._bootstrap>:216(_lock_unlock_module)
<frozen importlib._bootstrap>:125(release)                             <-      47    0.000    0.000  <frozen importlib._bootstrap>:173(__exit__)
                                                                               10    0.000    0.000  <frozen importlib._bootstrap>:216(_lock_unlock_module)
{method 'isupper' of 'str' objects}                                    <-      69    0.000    0.000  signal.py:9(<lambda>)
                                                                              238    0.000    0.000  socket.py:78(<lambda>)
                                                                              239    0.000    0.000  socket.py:83(<lambda>)
                                                                              240    0.000    0.000  socket.py:88(<lambda>)
                                                                              241    0.000    0.000  socket.py:93(<lambda>)
signal.py:24(_int_to_enum)                                             <-       2    0.000    0.000  signal.py:70(<genexpr>)
{built-in method posix.listdir}                                        <-       1    0.000    0.000  <frozen importlib._bootstrap_external>:1655(_fill_cache)
{built-in method builtins.eval}                                        <-       2    0.000    0.000  __init__.py:348(namedtuple)
random.py:235(_randbelow_with_getrandbits)                             <-      99    0.000    0.000  random.py:376(shuffle)
{method 'rstrip' of 'str' objects}                                     <-     936    0.000    0.000  <frozen importlib._bootstrap_external>:128(<listcomp>)
_compat_pickle.py:1(<module>)                                          <-       1    0.000    0.000  {built-in method builtins.exec}
{built-in method builtins.hasattr}                                     <-       1    0.000    0.000  <frozen importlib._bootstrap>:422(spec_from_loader)
                                                                               42    0.000    0.000  <frozen importlib._bootstrap>:566(module_from_spec)
                                                                               42    0.000    0.000  <frozen importlib._bootstrap>:666(_load_unlocked)
