Outputting model checkpoint to 'mnist.bin5'
         6820612 function calls (6820459 primitive calls) in 7.598 seconds

   Ordered by: cumulative time, internal time, function name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
{built-in method builtins.max}                                       <-       6    0.000    0.000  <frozen importlib._bootstrap_external>:132(_path_split)
                                                                              1    0.000    0.000  neural_net.py:426(train)
{method '_release_save' of '_thread.RLock' objects}                  <-      25    0.000    0.000  threading.py:288(wait)
<frozen importlib._bootstrap_external>:642(_classify_pyc)            <-       3    0.000    0.000  <frozen importlib._bootstrap_external>:1007(get_code)
{method 'join' of 'str' objects}                                     <-      50    0.000    0.000  <frozen importlib._bootstrap_external>:126(_path_join)
                                                                              6    0.000    0.000  <frozen importlib._bootstrap_external>:437(cache_from_source)
_base.py:398(__get_result)                                           <-      25    0.000    0.000  _base.py:428(result)
{method 'rstrip' of 'str' objects}                                   <-     106    0.000    0.000  <frozen importlib._bootstrap_external>:128(<listcomp>)
<frozen importlib._bootstrap>:125(release)                           <-       5    0.000    0.000  <frozen importlib._bootstrap>:173(__exit__)
<frozen importlib._bootstrap_external>:84(_unpack_uint32)            <-       3    0.000    0.000  <frozen importlib._bootstrap_external>:642(_classify_pyc)
                                                                              6    0.000    0.000  <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
threading.py:422(__init__)                                           <-       1    0.000    0.000  thread.py:123(__init__)
<frozen importlib._bootstrap>:1030(__exit__)                         <-      20    0.000    0.000  <frozen importlib._bootstrap>:1054(_find_spec)
<frozen importlib._bootstrap>:748(find_spec)                         <-       5    0.000    0.000  <frozen importlib._bootstrap>:1054(_find_spec)
<frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)  <-       3    0.000    0.000  <frozen importlib._bootstrap_external>:1007(get_code)
<frozen importlib._bootstrap>:71(__init__)                           <-       5    0.000    0.000  <frozen importlib._bootstrap>:179(_get_module_lock)
{method 'bit_length' of 'int' objects}                               <-      99    0.000    0.000  random.py:235(_randbelow_with_getrandbits)
<frozen importlib._bootstrap>:1026(__enter__)                        <-      20    0.000    0.000  <frozen importlib._bootstrap>:1054(_find_spec)
<frozen importlib._bootstrap>:920(find_spec)                         <-       5    0.000    0.000  <frozen importlib._bootstrap>:1054(_find_spec)
{built-in method builtins.len}                                       <-       9    0.000    0.000  <frozen importlib._bootstrap_external>:84(_unpack_uint32)
                                                                              3    0.000    0.000  <frozen importlib._bootstrap_external>:642(_classify_pyc)
                                                                             25    0.000    0.000  neural_net.py:378(train_batch)
                                                                              1    0.000    0.000  random.py:376(shuffle)
                                                                              1    0.000    0.000  thread.py:180(_adjust_thread_count)
<frozen importlib._bootstrap>:198(cb)                                <-       5    0.000    0.000  <frozen importlib._bootstrap>:1165(_find_and_load)
fast_math.py:51(_init_view)                                          <-       6    0.000    0.000  fast_math.py:34(__init__)
queue.py:28(Queue)                                                   <-       1    0.000    0.000  {built-in method builtins.__build_class__}
{method '__enter__' of '_thread.lock' objects}                       <-      26    0.000    0.000  threading.py:264(__enter__)
neural_net.py:294(parameters_count)                                  <-       1    0.000    0.000  neural_net.py:300(allocate_parameters)
{method '__enter__' of '_thread.RLock' objects}                      <-      25    0.000    0.000  threading.py:264(__enter__)
{method 'extend' of 'list' objects}                                  <-      25    0.000    0.000  neural_net.py:378(train_batch)
{built-in method builtins.hasattr}                                   <-       5    0.000    0.000  <frozen importlib._bootstrap>:566(module_from_spec)
                                                                              5    0.000    0.000  <frozen importlib._bootstrap>:666(_load_unlocked)
                                                                              2    0.000    0.000  <frozen importlib._bootstrap>:1207(_handle_fromlist)
                                                                             11    0.000    0.000  <frozen importlib._bootstrap_external>:1464(_get_spec)
                                                                              1    0.000    0.000  thread.py:1(<module>)
<frozen importlib._bootstrap_external>:134(<genexpr>)                <-      12    0.000    0.000  {built-in method builtins.max}
{method '__exit__' of '_thread.RLock' objects}                       <-      25    0.000    0.000  threading.py:267(__exit__)
                                                                              1    0.000    0.000  threading.py:938(start)
<frozen importlib._bootstrap_external>:1421(_path_importer_cache)    <-      15    0.000    0.000  <frozen importlib._bootstrap_external>:1464(_get_spec)
{method 'append' of 'collections.deque' objects}                     <-      27    0.000    0.000  threading.py:288(wait)
{method '_is_owned' of '_thread.RLock' objects}                      <-      25    0.000    0.000  threading.py:288(wait)
thread.py:118(ThreadPoolExecutor)                                    <-       1    0.000    0.000  {built-in method builtins.__build_class__}
{method 'rpartition' of 'str' objects}                               <-       5    0.000    0.000  <frozen importlib._bootstrap>:405(parent)
                                                                              6    0.000    0.000  <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
                                                                              6    0.000    0.000  <frozen importlib._bootstrap_external>:437(cache_from_source)
                                                                             11    0.000    0.000  <frozen importlib._bootstrap_external>:1604(find_spec)
{method 'cast' of 'memoryview' objects}                              <-       6    0.000    0.000  fast_math.py:34(__init__)
                                                                              6    0.000    0.000  fast_math.py:51(_init_view)
                                                                              1    0.000    0.000  neural_net.py:304(connect)
threading.py:555(__init__)                                           <-       1    0.000    0.000  threading.py:849(__init__)
<frozen importlib._bootstrap>:405(parent)                            <-       5    0.000    0.000  <frozen importlib._bootstrap>:493(_init_module_attrs)
                                                                              1    0.000    0.000  __init__.py:40(__getattr__)
neural_net.py:291(add)                                               <-       6    0.000    0.000  mnist_model.py:70(create_network)
<frozen importlib._bootstrap_external>:67(_relax_case)               <-      11    0.000    0.000  <frozen importlib._bootstrap_external>:1604(find_spec)
<frozen importlib._bootstrap>:357(__init__)                          <-       5    0.000    0.000  <frozen importlib._bootstrap_external>:778(spec_from_file_location)
{built-in method _imp.release_lock}                                  <-       5    0.000    0.000  <frozen importlib._bootstrap>:179(_get_module_lock)
                                                                              5    0.000    0.000  <frozen importlib._bootstrap>:198(cb)
                                                                             20    0.000    0.000  <frozen importlib._bootstrap>:1030(__exit__)
<frozen importlib._bootstrap_external>:180(_path_isabs)              <-       5    0.000    0.000  <frozen importlib._bootstrap_external>:778(spec_from_file_location)
<frozen importlib._bootstrap_external>:599(_check_name_wrapper)      <-       3    0.000    0.000  <frozen importlib._bootstrap_external>:1007(get_code)
{built-in method _imp.acquire_lock}                                  <-       5    0.000    0.000  <frozen importlib._bootstrap>:179(_get_module_lock)
                                                                              5    0.000    0.000  <frozen importlib._bootstrap>:198(cb)
                                                                             20    0.000    0.000  <frozen importlib._bootstrap>:1026(__enter__)
queue.py:258(_PySimpleQueue)                                         <-       1    0.000    0.000  {built-in method builtins.__build_class__}
weakref.py:367(__init__)                                             <-       1    0.000    0.000  thread.py:1(<module>)
{built-in method _imp.is_builtin}                                    <-       5    0.000    0.000  <frozen importlib._bootstrap>:748(find_spec)
<frozen importlib._bootstrap>:1207(_handle_fromlist)                 <-       1    0.000    0.000  queue.py:1(<module>)
                                                                              1    0.000    0.000  thread.py:1(<module>)
{built-in method builtins.isinstance}                                <-       2    0.000    0.000  <frozen importlib._bootstrap>:1207(_handle_fromlist)
                                                                              3    0.000    0.000  <frozen importlib._bootstrap_external>:727(_compile_bytecode)
                                                                              3    0.000    0.000  <frozen importlib._bootstrap_external>:1127(get_data)
                                                                             15    0.000    0.000  <frozen importlib._bootstrap_external>:1464(_get_spec)
thread.py:187(weakref_cb)                                            <-
{method 'format' of 'str' objects}                                   <-       4    0.000    0.000  __init__.py:89(find_spec)
_weakrefset.py:85(add)                                               <-       1    0.000    0.000  threading.py:849(__init__)
{built-in method _struct.calcsize}                                   <-       1    0.000    0.000  neural_net.py:300(allocate_parameters)
threading.py:279(_is_owned)                                          <-       2    0.000    0.000  threading.py:288(wait)
threading.py:273(_release_save)                                      <-       2    0.000    0.000  threading.py:288(wait)
{built-in method builtins.locals}                                    <-       4    0.000    0.000  __init__.py:89(find_spec)
<frozen importlib._bootstrap>:48(_new_module)                        <-       3    0.000    0.000  <frozen importlib._bootstrap>:566(module_from_spec)
{method 'get' of 'dict' objects}                                     <-       5    0.000    0.000  <frozen importlib._bootstrap>:198(cb)
                                                                             10    0.000    0.000  <frozen importlib._bootstrap>:1165(_find_and_load)
{method 'startswith' of 'str' objects}                               <-       5    0.000    0.000  <frozen importlib._bootstrap_external>:180(_path_isabs)
                                                                              1    0.000    0.000  __init__.py:89(find_spec)
neural_net.py:79(parameters_count)                                   <-       3    0.000    0.000  neural_net.py:294(parameters_count)
                                                                              3    0.000    0.000  neural_net.py:304(connect)
thread.py:46(_WorkItem)                                              <-       1    0.000    0.000  {built-in method builtins.__build_class__}
{method 'rfind' of 'str' objects}                                    <-       6    0.000    0.000  <frozen importlib._bootstrap_external>:134(<genexpr>)
threading.py:1509(_register_atexit)                                  <-       1    0.000    0.000  thread.py:1(<module>)
{built-in method posix.fspath}                                       <-       6    0.000    0.000  <frozen importlib._bootstrap_external>:437(cache_from_source)
                                                                              5    0.000    0.000  <frozen importlib._bootstrap_external>:778(spec_from_file_location)
{method 'endswith' of 'str' objects}                                 <-       7    0.000    0.000  <frozen importlib._bootstrap_external>:567(_get_cached)
neural_net.py:51(__init__)                                           <-       3    0.000    0.000  mnist_model.py:70(create_network)
threading.py:276(_acquire_restore)                                   <-       2    0.000    0.000  threading.py:288(wait)
{built-in method _imp.find_frozen}                                   <-       5    0.000    0.000  <frozen importlib._bootstrap>:233(_call_with_frames_removed)
{built-in method _thread.get_ident}                                  <-       5    0.000    0.000  <frozen importlib._bootstrap>:100(acquire)
                                                                              5    0.000    0.000  <frozen importlib._bootstrap>:125(release)
                                                                              1    0.000    0.000  threading.py:1446(current_thread)
<frozen importlib._bootstrap>:165(__init__)                          <-       5    0.000    0.000  <frozen importlib._bootstrap>:1165(_find_and_load)
{built-in method from_bytes}                                         <-       9    0.000    0.000  <frozen importlib._bootstrap_external>:84(_unpack_uint32)
threading.py:1446(current_thread)                                    <-       1    0.000    0.000  threading.py:849(__init__)
threading.py:1317(_make_invoke_excepthook)                           <-       1    0.000    0.000  threading.py:849(__init__)
{method 'disable' of '_lsprof.Profiler' objects}                     <-
neural_net.py:320(__init__)                                          <-       1    0.000    0.000  mnist_model.py:81(train_mnist)
neural_net.py:214(__init__)                                          <-       3    0.000    0.000  mnist_model.py:70(create_network)
<frozen importlib._bootstrap_external>:1097(__init__)                <-       3    0.000    0.000  <frozen importlib._bootstrap_external>:1599(_get_spec)
{method 'remove' of 'collections.deque' objects}                     <-       1    0.000    0.000  threading.py:288(wait)
weakref.py:427(__setitem__)                                          <-       1    0.000    0.000  thread.py:180(_adjust_thread_count)
{built-in method posix.register_at_fork}                             <-       1    0.000    0.000  thread.py:1(<module>)
{method 'pop' of 'dict' objects}                                     <-       5    0.000    0.000  <frozen importlib._bootstrap>:666(_load_unlocked)
<frozen importlib._bootstrap>:413(has_location)                      <-       5    0.000    0.000  <frozen importlib._bootstrap>:493(_init_module_attrs)
queue.py:223(PriorityQueue)                                          <-       1    0.000    0.000  {built-in method builtins.__build_class__}
neural_net.py:219(parameters_count)                                  <-       3    0.000    0.000  neural_net.py:294(parameters_count)
                                                                              3    0.000    0.000  neural_net.py:304(connect)
queue.py:242(LifoQueue)                                              <-       1    0.000    0.000  {built-in method builtins.__build_class__}
{built-in method builtins.iter}                                      <-       2    0.000    0.000  neural_net.py:407(iter_grouped)
neural_net.py:286(__init__)                                          <-       1    0.000    0.000  mnist_model.py:70(create_network)
{built-in method _imp._fix_co_filename}                              <-       3    0.000    0.000  <frozen importlib._bootstrap_external>:727(_compile_bytecode)
{method 'pop' of 'list' objects}                                     <-       1    0.000    0.000  <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
threading.py:1199(daemon)                                            <-       1    0.000    0.000  threading.py:849(__init__)
__init__.py:96(<lambda>)                                             <-       4    0.000    0.000  __init__.py:89(find_spec)
{method 'add' of 'set' objects}                                      <-       1    0.000    0.000  _weakrefset.py:85(add)
                                                                              1    0.000    0.000  thread.py:180(_adjust_thread_count)
{built-in method time.monotonic}                                     <-       2    0.000    0.000  threading.py:433(acquire)
{built-in method builtins.setattr}                                   <-       1    0.000    0.000  <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
queue.py:23(Full)                                                    <-       1    0.000    0.000  {built-in method builtins.__build_class__}
<frozen importlib._bootstrap_external>:1220(__init__)                <-       2    0.000    0.000  <frozen importlib._bootstrap_external>:1599(_get_spec)
<frozen importlib._bootstrap_external>:931(create_module)            <-       3    0.000    0.000  <frozen importlib._bootstrap>:566(module_from_spec)
neural_net.py:225(initialize)                                        <-       3    0.000    0.000  neural_net.py:314(initialize)
<frozen importlib._bootstrap_external>:1122(get_filename)            <-       3    0.000    0.000  <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
{method 'release' of '_thread.lock' objects}                         <-       2    0.000    0.000  threading.py:273(_release_save)
thread.py:112(BrokenThreadPool)                                      <-       1    0.000    0.000  {built-in method builtins.__build_class__}
neural_net.py:222(connect)                                           <-       3    0.000    0.000  neural_net.py:304(connect)
threading.py:568(is_set)                                             <-       1    0.000    0.000  threading.py:938(start)
